0.000000000000000000e+00,1.000000000000000021e-03,2.575000000000000205e-02,5.050000000000000322e-02,7.525000000000001132e-02,1.000000000000000056e-01,1.010000000000000064e-01,2.008888888888888946e-01,3.007777777777778105e-01,4.006666666666666154e-01,5.005555555555555314e-01,6.004444444444444473e-01,7.003333333333332522e-01,8.002222222222221681e-01,9.001111111111110841e-01,1.000000000000000000e+00,1.010000000000000009e+00,1.022736842105263166e+00,1.035473684210526324e+00,1.048210526315789481e+00,1.060947368421052639e+00,1.073684210526315796e+00,1.086421052631578954e+00,1.099157894736842112e+00,1.111894736842105269e+00,1.124631578947368427e+00,1.137368421052631584e+00,1.150105263157894742e+00,1.162842105263157899e+00,1.175578947368421057e+00,1.188315789473684214e+00,1.201052631578947372e+00,1.213789473684210529e+00,1.226526315789473687e+00,1.239263157894736844e+00,1.252000000000000002e+00
8.775093086355112426e-01,6.981977612848496717e-01,6.514574562154779036e-01,6.416547292323993013e-01,6.357863885286237915e-01,6.315535280826598541e-01,6.314044259875306597e-01,6.208405721715543057e-01,6.142073948517834392e-01,6.090773128779423118e-01,6.046541198104417036e-01,6.005429558839965321e-01,5.964778749205024155e-01,5.922146015674419894e-01,5.874451439418393317e-01,5.816442446417023904e-01,5.809711441880303084e-01,5.800804994560050387e-01,5.791483419292102752e-01,5.781694229003604413e-01,5.771375032822779749e-01,5.760450832156339684e-01,5.748830328814789059e-01,5.736400777402376194e-01,5.723020633498586696e-01,5.708508757781182164e-01,5.692628037672594621e-01,5.675059558403851012e-01,5.655359915344961852e-01,5.632886452101808494e-01,5.606656303534778285e-01,5.575053458046954624e-01,5.535131630209766396e-01,5.480578176171145843e-01,5.393180835404755014e-01,5.141185157244156922e-01
3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02
1.576399287838185434e-02,1.575223628136749113e-02,1.546304454104092604e-02,1.517711187525136105e-02,1.489419170028770216e-02,1.461404226917618031e-02,1.460277792854578274e-02,1.349581253344072848e-02,1.241492312673244357e-02,1.134541674886700539e-02,1.027241611512083597e-02,9.180207696577158058e-03,8.051508934547662102e-03,6.866618927783060995e-03,5.602417631965029947e-03,4.231190524756483183e-03,4.086783764079770023e-03,3.900763256797632871e-03,3.712325444411248079e-03,3.521389119542753937e-03,3.327870999550786024e-03,3.131685681655774732e-03,2.932745599543424946e-03,2.730960981737615839e-03,2.526239812074306673e-03,2.318487792632815004e-03,2.107608309494314255e-03,1.893502401806851495e-03,1.676068734510863766e-03,1.455203575334430887e-03,1.230800776510333891e-03,1.002751761715450340e-03,7.709455192209084410e-04,5.352686012607897311e-04,2.956051308990514720e-04,5.183681674229813162e-05
1.576399287838185434e-02,1.575563734349104059e-02,1.554996378281815923e-02,1.534634635526895344e-02,1.514462841041663323e-02,1.494465637039230597e-02,1.493661122289772179e-02,1.414444572693679403e-02,1.336861287184642512e-02,1.259977842684829007e-02,1.182849106720264103e-02,1.104476823962998247e-02,1.023763065688273501e-02,9.394562767866694239e-03,8.500876994492227376e-03,7.538967094719083856e-03,7.438125789436674309e-03,7.308353499493878622e-03,7.177041767335304995e-03,7.044139004635683807e-03,6.909592304748735786e-03,6.773347414200535724e-03,6.635348705121528988e-03,6.495539148802808443e-03,6.353860290586977461e-03,6.210252226319921444e-03,6.064653580599050318e-03,5.917001487121250312e-03,5.767231571357182320e-03,5.615277935936869788e-03,5.461073149035874236e-03,5.304548236078123272e-03,5.145632675384537169e-03,4.984254397772307742e-03,4.820339790916727818e-03,4.653813708687258750e-03
1.576399287838185434e-02,1.575813608301038227e-02,1.561382281759326855e-02,1.547068189160840691e-02,1.532862272806237956e-02,1.518755652638782705e-02,1.518187650038077888e-02,1.462099256297471825e-02,1.406928288866485938e-02,1.352135027189576601e-02,1.297172980750764190e-02,1.241464945493409716e-02,1.184376090186360468e-02,1.125182762996895271e-02,1.063035734247138979e-02,9.969170288977318925e-03,9.900336257045826496e-03,9.811889188005405368e-03,9.722547637238692156e-03,9.632281777357018515e-03,9.541061018771716806e-03,9.448853993213011948e-03,9.355628537791154872e-03,9.261351679707846563e-03,9.165989621739142196e-03,9.069507728620650883e-03,8.971870514471914568e-03,8.873041631433866913e-03,8.772983859652435865e-03,8.671659098828455800e-03,8.569028361503616339e-03,8.465051768262942325e-03,8.359688545219038855e-03,8.252897023780769378e-03,8.144634643174610347e-03,8.034857955830521786e-03
1.576399287838185434e-02,1.576004918045488187e-02,1.566271489109296103e-02,1.556587628661830307e-02,1.546949337750990264e-02,1.537352695832189774e-02,1.536965772845374362e-02,1.498584873431625490e-02,1.460573337029147378e-02,1.422692871576023907e-02,1.384702196805365562e-02,1.346346476040131100e-02,1.307345437067708102e-02,1.267379604001599679e-02,1.226074073389293688e-02,1.182979460958127893e-02,1.178546614630908256e-02,1.172865869952204217e-02,1.167145056888347320e-02,1.161382858772178929e-02,1.155577925294556073e-02,1.149728871776943898e-02,1.143834278467883644e-02,1.137892689868201697e-02,1.131902614090251821e-02,1.125862522256964628e-02,1.119770847946832681e-02,1.113625986692321455e-02,1.107426295537848777e-02,1.101170092666732547e-02,1.094855657104923038e-02,1.088481228509194376e-02,1.082045007056107663e-02,1.075545153431849664e-02,1.068979788943455120e-02,1.062346995754958300e-02
1.576399287838185434e-02,1.576156076362090347e-02,1.570134566521617578e-02,1.564109161107056500e-02,1.558079858201164881e-02,1.552046655886239745e-02,1.551802808149905025e-02,1.527413015364783959e-02,1.502959547923102095e-02,1.478442279486303149e-02,1.453861083564557052e-02,1.429215833509145384e-02,1.404506402504822511e-02,1.379732663560872055e-02,1.354894489501613439e-02,1.329991752956465739e-02,1.327495149091215132e-02,1.324314325183148511e-02,1.321132449018305212e-02,1.317949520331864605e-02,1.314765538858909434e-02,1.311580504334488792e-02,1.308394416493577003e-02,1.305207275071098953e-02,1.302019079801926098e-02,1.298829830420835871e-02,1.295639526662598594e-02,1.292448168261850321e-02,1.289255754953240636e-02,1.286062286471285378e-02,1.282867762550502638e-02,1.279672182925313192e-02,1.276475547330046742e-02,1.273277855499028131e-02,1.270079107166463030e-02,1.266879302063625076e-02
3.142902361933557764e-01,3.142426823434797956e-01,3.130652381488954750e-01,3.118868584031041502e-01,3.107075423553120053e-01,3.095272892541075516e-01,3.094795825541290513e-01,3.047064905614785268e-01,2.999180729426907388e-01,2.951142799410838014e-01,2.902950616086565905e-01,2.854603678036392034e-01,2.806101481880148296e-01,2.757443522247765011e-01,2.708629291750710988e-01,2.659658280952365561e-01,2.654747079515210051e-01,2.648489476359427441e-01,2.642229313928420309e-01,2.635966591158311889e-01,2.629701306984588705e-01,2.623433460342231571e-01,2.617163050165601801e-01,2.610890075388579978e-01,2.604614534944404425e-01,2.598336427765747803e-01,2.592055752784795941e-01,2.585772508933019131e-01,2.579486695141461339e-01,2.573198310340488182e-01,2.566907353459971231e-01,2.560613823429162550e-01,2.554317719176701362e-01,2.548019039630725624e-01,2.541717783718731583e-01,2.535413950361883884e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.739304724864282635e-13,-3.739304734157322087e-13,-3.739304556622010481e-13,-3.739304764970213394e-13,-3.739303587602265435e-13,-3.739303123466295686e-13,-3.739302970971997994e-13,-3.739302162789144726e-13,-3.739302162789144726e-13,-3.739302172448655381e-13,-3.739302172795029690e-13,-3.739302172795029690e-13,-3.739302172795029690e-13,-3.739302098586596559e-13,-3.739302198538938109e-13,-3.739302198538938109e-13,-3.739302172326085834e-13,-3.739302492206231425e-13,-3.739302492206231425e-13,-3.739302483421760122e-13,-3.739302483421760122e-13,-3.739302483421760122e-13,-3.739302612734601855e-13,-3.739302612734601855e-13,-3.739302599050808548e-13,-3.739302599050808548e-13,-3.739302427437321013e-13,-3.739302428691343786e-13,-3.739302425815705720e-13,-3.739302559301608515e-13,-3.739302564488997784e-13
