0.000000000000000000e+00,1.000000000000000021e-03,2.575000000000000205e-02,5.050000000000000322e-02,7.525000000000001132e-02,1.000000000000000056e-01,1.010000000000000064e-01,2.008888888888888946e-01,3.007777777777778105e-01,4.006666666666666154e-01,5.005555555555555314e-01,6.004444444444444473e-01,7.003333333333332522e-01,8.002222222222221681e-01,9.001111111111110841e-01,1.000000000000000000e+00,1.010000000000000009e+00,1.042142857142857260e+00,1.074285714285714288e+00,1.106428571428571317e+00,1.138571428571428568e+00,1.170714285714285818e+00,1.202857142857142847e+00,1.234999999999999876e+00,1.267142857142857126e+00,1.299285714285714377e+00,1.331428571428571406e+00,1.363571428571428434e+00,1.395714285714285685e+00,1.427857142857142936e+00,1.459999999999999964e+00,1.492142857142856993e+00,1.524285714285714244e+00,1.556428571428571495e+00,1.588571428571428523e+00,1.620714285714285552e+00,1.652857142857142803e+00,1.685000000000000053e+00,1.717142857142857082e+00,1.749285714285714111e+00,1.781428571428571361e+00,1.813571428571428612e+00,1.845714285714285641e+00,1.877857142857142669e+00,1.909999999999999920e+00,1.942142857142857171e+00,1.974285714285714199e+00,2.006428571428571228e+00,2.038571428571428257e+00,2.070714285714285730e+00,2.102857142857142758e+00,2.134999999999999787e+00,2.167142857142857260e+00,2.199285714285713844e+00,2.231428571428571317e+00,2.263571428571428790e+00,2.295714285714285374e+00,2.327857142857142847e+00,2.359999999999999876e+00,2.392142857142856904e+00,2.424285714285714377e+00,2.456428571428570962e+00,2.488571428571428434e+00,2.520714285714285907e+00,2.552857142857142492e+00,2.584999999999999964e+00
8.775093087025054306e-01,6.982089513632483424e-01,6.517464204310696729e-01,6.422231868488105233e-01,6.366362861639831561e-01,6.326870614100363888e-01,6.325494692919457762e-01,6.231590700457916299e-01,6.177621519129060657e-01,6.139608074589166797e-01,6.109992948707684279e-01,6.085397922058523035e-01,6.064009561419015926e-01,6.044730083774995100e-01,6.026830962860064700e-01,6.009788569666938418e-01,6.008113250868906130e-01,6.002754308131850181e-01,5.997426178422550214e-01,5.992117773730225583e-01,5.986818421023891723e-01,5.981517767304986855e-01,5.976205693783086526e-01,5.970872237406525951e-01,5.965507518250899865e-01,5.960101671469031359e-01,5.954644782643370160e-01,5.949126825461431567e-01,5.943537600657848863e-01,5.937866675131766581e-01,5.932103320053010442e-01,5.926236446608630359e-01,5.920254537809996886e-01,5.914145574470309752e-01,5.907896953070765900e-01,5.901495392750123470e-01,5.894926828068323132e-01,5.888176283492344565e-01,5.881227724699557013e-01,5.874063880738831234e-01,5.866666029736727905e-01,5.859013739053023917e-01,5.851084548351432879e-01,5.842853580656823809e-01,5.834293061676339986e-01,5.825371720829972677e-01,5.816054037703455304e-01,5.806299283577707193e-01,5.796060287344583228e-01,5.785281825038175452e-01,5.773898486885252757e-01,5.761831805751753688e-01,5.748986319477368268e-01,5.735244056428117077e-01,5.720456622737374319e-01,5.704433519973208799e-01,5.686924307028697889e-01,5.667590244296794033e-01,5.645956961261342499e-01,5.621330505960108193e-01,5.592636434737014994e-01,5.558077834257816319e-01,5.514294615014492251e-01,5.453775525083789377e-01,5.352781341335300924e-01,4.771922732441146731e-01
3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02,3.330000000000255227e+02
1.576399287838342600e-02,1.575872137741419696e-02,1.562950403020639187e-02,1.550259366556065027e-02,1.537784902346770420e-02,1.525513676080344182e-02,1.525021958263612226e-02,1.477342319053284898e-02,1.432055143754880876e-02,1.388585524424257311e-02,1.346467184874473866e-02,1.305313129117198490e-02,1.264791925450016452e-02,1.224608268416976960e-02,1.184486458284690624e-02,1.144155556083361128e-02,1.140095814437330768e-02,1.127010106794909886e-02,1.113861033423023741e-02,1.100638413970445734e-02,1.087331686703037030e-02,1.073929851728288969e-02,1.060421412083459650e-02,1.046794312524376713e-02,1.033035875883965733e-02,1.019132736901251848e-02,1.005070773448200547e-02,9.908350351017962757e-03,9.764096690144075455e-03,9.617778430206495865e-03,9.469216658792301011e-03,9.318221044721538768e-03,9.164588976736982515e-03,9.008104664497777400e-03,8.848538195676519669e-03,8.685644540962367960e-03,8.519162496823521821e-03,8.348813554335135154e-03,8.174300681564272697e-03,7.995307007334322494e-03,7.811494395825711173e-03,7.622501904565848717e-03,7.427944122463861661e-03,7.227409389194481941e-03,7.020457901520945482e-03,6.806619715092189320e-03,6.585392651993541430e-03,6.356240123930575851e-03,6.118588881682927513e-03,5.871826704260267420e-03,5.615300049940411334e-03,5.348311709987396689e-03,5.070118536836408854e-03,4.779929356866250562e-03,4.476903231961698940e-03,4.160148285912801912e-03,3.828721369713744636e-03,3.481628899044983058e-03,3.117829268280130229e-03,2.736237344654132795e-03,2.335731693868156687e-03,1.915165395825734309e-03,1.473381567666433127e-03,1.009234961621393537e-03,5.216211365642901485e-04,9.514538857593060229e-06
1.576399287838342600e-02,1.575950856796131186e-02,1.564942081782986008e-02,1.554098862010437274e-02,1.543410993275872757e-02,1.532868843238745921e-02,1.532445828773085390e-02,1.491220792728079753e-02,1.451706166549891416e-02,1.413486640364371334e-02,1.376225372487051811e-02,1.339642787840960962e-02,1.303499447183494898e-02,1.267582006379276705e-02,1.231691283088824640e-02,1.195631533771594930e-02,1.192004544944999349e-02,1.180318749800990386e-02,1.168585315284172838e-02,1.156796886608625272e-02,1.144945833502545966e-02,1.133024209197449131e-02,1.121023707874236816e-02,1.108935620448362781e-02,1.096750788599496103e-02,1.084459556974087108e-02,1.072051723508250440e-02,1.059516487833050101e-02,1.046842397728283552e-02,1.034017293580018031e-02,1.021028250768725269e-02,1.007861519859524178e-02,9.945024643869787573e-03,9.809354959169354349e-03,9.671440059375395124e-03,9.531102939874181584e-03,9.388154912879543776e-03,9.242394790350546424e-03,9.093608004468439060e-03,8.941565656877046089e-03,8.786023489070237877e-03,8.626720768548546900e-03,8.463379088326842409e-03,8.295701080738107983e-03,8.123369049569088493e-03,7.946043526692762177e-03,7.763361760624867651e-03,7.574936144138717450e-03,7.380352588622773533e-03,7.179168854882714626e-03,6.970912856410064508e-03,6.755080964586879233e-03,6.531136367679239371e-03,6.298507563165731127e-03,6.056587102006812280e-03,5.804730740915001359e-03,5.542257200588943111e-03,5.268448770653497842e-03,4.982553053374703771e-03,4.683786209942298467e-03,4.371338179757526358e-03,4.044380492988794082e-03,3.702077483360518943e-03,3.343601888982427467e-03,2.968155923903868006e-03,2.574998785140432487e-03
1.576399287838342600e-02,1.576023974598660116e-02,1.566792042697531112e-02,1.557665158270880867e-02,1.548636759858959891e-02,1.539700653679379298e-02,1.539341453979725834e-02,1.504111743988543332e-02,1.469958921355976958e-02,1.436615918081570256e-02,1.403866117074849262e-02,1.371529720638195796e-02,1.339452736267857103e-02,1.307497949193509208e-02,1.275537249876509613e-02,1.243444739676858105e-02,1.240219711154679112e-02,1.229834217773588013e-02,1.219415692367867635e-02,1.208959404663879390e-02,1.198460447264037242e-02,1.187913709278921523e-02,1.177313848967339455e-02,1.166655265308474618e-02,1.155932068445295925e-02,1.145138048953317500e-02,1.134266645900746176e-02,1.123310913675740728e-02,1.112263487559003554e-02,1.101116548012783490e-02,1.089861783639479997e-02,1.078490352726999696e-02,1.066992843247643874e-02,1.055359231106217134e-02,1.043578836349420141e-02,1.031640276956045758e-02,1.019531419736450367e-02,1.007239327798393688e-02,9.947502039982408437e-03,9.820493298120543460e-03,9.691209991367997351e-03,9.559484466760522631e-03,9.425137707544519600e-03,9.287978506220257238e-03,9.147802585076070941e-03,9.004391668176833785e-03,8.857512509584858362e-03,8.706915882397393835e-03,8.552335533542973142e-03,8.393487110573239623e-03,8.230067070752659572e-03,8.061751591393311739e-03,7.888195514771776176e-03,7.709031378775327813e-03,7.523868609531323380e-03,7.332292976360927673e-03,7.133866436335600456e-03,6.928127523221642298e-03,6.714592468597850757e-03,6.492757289045651171e-03,6.262101141879260896e-03,6.022091348212085284e-03,5.772190602196091563e-03,5.511867001543105209e-03,5.240607595437523497e-03,4.957936070123130853e-03
1.576399287838342600e-02,1.576092068388990769e-02,1.568514890571478734e-02,1.560986410023749646e-02,1.553503457731672012e-02,1.546063042203545297e-02,1.545763272480534835e-02,1.516116942475513249e-02,1.486957507414797021e-02,1.458155955294094391e-02,1.429607632840397893e-02,1.401225663911640461e-02,1.372935631594671482e-02,1.344671219543936563e-02,1.316370507523960572e-02,1.287972642668122093e-02,1.285121955274142781e-02,1.275947418357114942e-02,1.266753453075165903e-02,1.257537773333543274e-02,1.248298007516911862e-02,1.239031685758255376e-02,1.229736226728926456e-02,1.220408923913039387e-02,1.211046931336816693e-02,1.201647248730903367e-02,1.192206706109031310e-02,1.182721947751454866e-02,1.173189415582675740e-02,1.163605331929267080e-02,1.153965681635526694e-02,1.144266193496609567e-02,1.134502320945150917e-02,1.124669221892487907e-02,1.114761737585484407e-02,1.104774370295471056e-02,1.094701259611354470e-02,1.084536157074941602e-02,1.074272398877876983e-02,1.063902876347245022e-02,1.053420003983240004e-02,1.042815684882272831e-02,1.032081273469894790e-02,1.021207535573577518e-02,1.010184605960140827e-02,9.990019435291274535e-03,9.876482843932306646e-03,9.761115930667123991e-03,9.643790120006464142e-03,9.524368097659628718e-03,9.402703283818572913e-03,9.278639307043571108e-03,9.152009494844013868e-03,9.022636405653858271e-03,8.890331439013654871e-03,8.754894572410095929e-03,8.616114286223573726e-03,8.473767751518521130e-03,8.327621371343159676e-03,8.177431788469873356e-03,8.022947505615022831e-03,7.863911310685235689e-03,7.700063757556019697e-03,7.531148009027619460e-03,7.356916378054590908e-03,7.177138866735770402e-03
1.576399287838342600e-02,1.576155638731306999e-02,1.570123290229866533e-02,1.564087032119010345e-02,1.558046862471181709e-02,1.552002779358255778e-02,1.551758491698157320e-02,1.527324639589872600e-02,1.502826883012910696e-02,1.478265094944890279e-02,1.453639148210836111e-02,1.428948915475969708e-02,1.404194269237526299e-02,1.379375081815766881e-02,1.354491225344823906e-02,1.329542571762199962e-02,1.327041358138842699e-02,1.318997334247703525e-02,1.310946581964727436e-02,1.302889097008051202e-02,1.294824875093412986e-02,1.286753911933953554e-02,1.278676203240276463e-02,1.270591744720419962e-02,1.262500532079700172e-02,1.254402561020777004e-02,1.246297827243515212e-02,1.238186326444918467e-02,1.230068054319196497e-02,1.221943006557533844e-02,1.213811178848194991e-02,1.205672566876296418e-02,1.197527166323883105e-02,1.189374972869841271e-02,1.181215982189693162e-02,1.173050189955696966e-02,1.164877591836701101e-02,1.156698183498093557e-02,1.148511960601690356e-02,1.140318918805706232e-02,1.132119053764573009e-02,1.123912361129061552e-02,1.115698836545907235e-02,1.107478475657949941e-02,1.099251274104083749e-02,1.091017227518898888e-02,1.082776331532802304e-02,1.074528581771848346e-02,1.066273973857698176e-02,1.058012503407419758e-02,1.049744166033411523e-02,1.041468957343406714e-02,1.033186872940115332e-02,1.024897908421381829e-02,1.016602059379864351e-02,1.008299321403011845e-02,9.999896900728935320e-03,9.916731609660714084e-03,9.833497296534966792e-03,9.750193917003205021e-03,9.666821426657774136e-03,9.583379781030387443e-03,9.499868935590374125e-03,9.416288845743374727e-03,9.332639466829413880e-03,9.248920754121436189e-03
3.142902361933535005e-01,3.142425967755624328e-01,3.130630330233362679e-01,3.118825303486676970e-01,3.107010879967151973e-01,3.095187052119165450e-01,3.094709123930353134e-01,3.046891902010465669e-01,2.998920870002245720e-01,2.950795527639606397e-01,2.902515372728983190e-01,2.854079901125492480e-01,2.805488606719557243e-01,2.756740981348385633e-01,2.707836514886327595e-01,2.658774695099185292e-01,2.653854370999623180e-01,2.638028321347251071e-01,2.622185902566217530e-01,2.606327097442711072e-01,2.590451888739907504e-01,2.574560259197557488e-01,2.558652191532051479e-01,2.542727668436346455e-01,2.526786672579614534e-01,2.510829186607296259e-01,2.494855193140880778e-01,2.478864674777634947e-01,2.462857614090764868e-01,2.446833993628885207e-01,2.430793795916253441e-01,2.414737003452138153e-01,2.398663598711096578e-01,2.382573564142690392e-01,2.366466882171004427e-01,2.350343535194886480e-01,2.334203505587531535e-01,2.318046775696417094e-01,2.301873327843013128e-01,2.285683144322650795e-01,2.269476207404189649e-01,2.253252499330166969e-01,2.237012002316023374e-01,2.220754698550390926e-01,2.204480570194831401e-01,2.188189599383234540e-01,2.171881768221885778e-01,2.155557058789190905e-01,2.139215453135503153e-01,2.122856933282643854e-01,2.106481481223810293e-01,2.090089078923424992e-01,2.073679708316492898e-01,2.057253351308781231e-01,2.040809989776191935e-01,2.024349605564642607e-01,2.007872180489702341e-01,1.991377696336288361e-01,1.974866134858387912e-01,1.958337477778699098e-01,1.941791706788256189e-01,1.925228803546219503e-01,1.908648749679347500e-01,1.892051526781774740e-01,1.875437116414548355e-01,1.858805500105319419e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.937533652435881621e-12,-9.751202803836468014e-13,-9.751202803836468014e-13,-9.751202803836468014e-13,-9.751202803836468014e-13,-9.751202802716217876e-13,-9.751202802716217876e-13,-9.751202802716217876e-13,-9.751202802716217876e-13,-9.751202802716217876e-13,-9.751202802716217876e-13,-9.751202833156977367e-13,-9.751202830769832266e-13,-9.751202830769826208e-13,-9.751202810804784109e-13,-9.751202810804784109e-13,-9.751202810804784109e-13,-9.751202810804784109e-13,-9.751202810804784109e-13,-9.751202815669595658e-13,-9.751202815669595658e-13,-9.751202785072911814e-13,-9.751202785072911814e-13,-9.751202785072911814e-13,-9.751202882862076602e-13,-9.751202883906069008e-13,-9.751202883906069008e-13,-9.751202997949084437e-13,-9.751203046421359423e-13,-9.751203046421359423e-13,-9.751203046421359423e-13,-9.751203043799318050e-13,-9.751203043799318050e-13,-9.751203043799318050e-13,-9.751203043799318050e-13,-9.751203043799318050e-13,-9.751203043799318050e-13,-9.751203054717001517e-13,-9.751203066841585118e-13,-9.751203064036085749e-13,-9.751203058205920497e-13,-9.751203025599943052e-13,-9.751203025600617559e-13,-9.751203025752519101e-13,-9.751203025752519101e-13,-9.751203025986040104e-13,-9.751202996663125546e-13,-9.751202996663125546e-13,-9.751203043186883299e-13,-9.751203038557386055e-13,-9.751202979988876919e-13,-9.751202988213071692e-13,-9.751202994021874842e-13,-9.751202968284974032e-13
