0.000000000000000000e+00,1.000000000000000021e-03,1.200000000000000025e-02,2.300000000000000308e-02,3.400000000000000244e-02,4.500000000000000527e-02,5.600000000000000810e-02,6.700000000000000400e-02,7.800000000000001377e-02,8.900000000000000966e-02,1.000000000000000056e-01,1.010000000000000064e-01,4.897777777777777564e-01,8.785555555555555340e-01,1.267333333333333201e+00,1.656111111111111089e+00,2.044888888888888978e+00,2.433666666666666423e+00,2.822444444444444311e+00,3.211222222222222200e+00,3.600000000000000089e+00,3.700000000000000178e+00,3.705263157894736814e+00,3.710526315789473895e+00,3.715789473684210531e+00,3.721052631578947612e+00,3.726315789473684248e+00,3.731578947368421328e+00,3.736842105263157965e+00,3.742105263157894601e+00,3.747368421052631682e+00,3.752631578947368318e+00,3.757894736842105399e+00,3.763157894736842035e+00,3.768421052631579116e+00,3.773684210526315752e+00,3.778947368421052388e+00,3.784210526315789469e+00,3.789473684210526105e+00,3.794736842105263186e+00,3.799999999999999822e+00
8.775093086353908944e-01,6.982269532511418131e-01,6.628353483028174287e-01,6.537579614904976966e-01,6.484026967341981473e-01,6.446294913588538344e-01,6.417360226676224189e-01,6.394028775382243346e-01,6.374575845128727103e-01,6.357963676605213887e-01,6.343519151413692381e-01,6.342296347189961825e-01,6.174661328855388653e-01,6.122538835698404514e-01,6.085813849020028643e-01,6.050944189348594904e-01,6.010511758703701579e-01,5.954456095258662263e-01,5.876287625842686602e-01,5.767421618199826128e-01,5.598890742934912179e-01,5.530994956074062330e-01,5.526824130262750767e-01,5.522577858720986166e-01,5.518253122483466333e-01,5.513846694156788741e-01,5.509355115997883745e-01,5.504774675294614728e-01,5.500101376660146979e-01,5.495330910783051692e-01,5.490458619089487735e-01,5.485479453670435435e-01,5.480387931698872395e-01,5.475178083405252139e-01,5.469843392484901035e-01,5.464376727568839298e-01,5.458770263086309971e-01,5.453015387465592889e-01,5.447102596134431041e-01,5.441021366162575035e-01,5.434760008591323910e-01
3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02
1.576399287843243888e-02,1.576074456160897821e-02,1.572520427960884606e-02,1.569000134933812643e-02,1.565511761413738295e-02,1.562053587786828637e-02,1.558623987009598311e-02,1.555221420910996716e-02,1.551844436356316151e-02,1.548491661338665532e-02,1.545161801052147114e-02,1.544860179975516071e-02,1.435539815855292264e-02,1.331989009063983508e-02,1.229014608086526246e-02,1.124776865924817688e-02,1.017256774349974482e-02,9.017130419582047862e-03,7.700076310281175028e-03,6.034411784658354726e-03,3.541439910194575484e-03,2.647691505556222947e-03,2.596858506374733443e-03,2.545655775885291745e-03,2.494086925457472334e-03,2.442155963479251783e-03,2.389867284662111103e-03,2.337225657252299093e-03,2.284236208246816745e-03,2.230904406740769671e-03,2.177236045549869794e-03,2.123237221277030594e-03,2.068914313003432457e-03,2.014273959802018697e-03,1.959323037280360884e-03,1.904068633365392765e-03,1.848518023546060667e-03,1.792678645793075072e-03,1.736558075364900543e-03,1.680163999707244430e-03,1.623504193640617653e-03
1.576399287843243888e-02,1.576095932304943936e-02,1.572772971801105271e-02,1.569474617166519842e-02,1.566199533046245054e-02,1.562946454725723522e-02,1.559714185570166070e-02,1.556501594304968671e-02,1.553307612194496957e-02,1.550131230167623060e-02,1.546971495929757266e-02,1.546685041414585897e-02,1.441031164214730265e-02,1.339362841922573516e-02,1.237858839291532814e-02,1.135164130413380407e-02,1.029791837930036161e-02,9.182529928578344464e-03,7.945605021090892603e-03,6.449600337742306989e-03,4.342442295654066510e-03,3.614294939977356902e-03,3.573176396741449545e-03,3.531785435292662985e-03,3.490124711513350238e-03,3.448197173268360231e-03,3.406006052539605530e-03,3.363554856020670950e-03,3.320847354244170491e-03,3.277887569334687629e-03,3.234679761493279744e-03,3.191228414337731172e-03,3.147538219231066532e-03,3.103614058744168583e-03,3.059460989404505331e-03,3.015084223887305737e-03,2.970489112807982342e-03,2.925681126277240689e-03,2.880665835372419811e-03,2.835448893677624486e-03,2.790036019035639463e-03
1.576399287843243888e-02,1.576116590385810701e-02,1.573015895813092285e-02,1.569931025556783183e-02,1.566861106277070079e-02,1.563805310830777492e-02,1.560762856596807115e-02,1.557733003697617073e-02,1.554715053154226423e-02,1.551708345006424378e-02,1.548712256424085616e-02,1.548440390750022502e-02,1.446313337692133397e-02,1.346455792834257321e-02,1.246366178553449250e-02,1.145155726173273554e-02,1.041849419428460960e-02,9.341629086455357361e-03,8.181781121984409502e-03,6.848973646385559180e-03,5.112933125750272235e-03,4.544078790912774515e-03,4.512304663325705963e-03,4.480351723798052348e-03,4.448221709121093041e-03,4.415916547033696751e-03,4.383438351078570647e-03,4.350789414451342041e-03,4.317972202890292890e-03,4.284989346667076454e-03,4.251843631748016689e-03,4.218537990207139876e-03,4.185075489977396236e-03,4.151459324035784888e-03,4.117692799121553705e-03,4.083779324089781976e-03,4.049722398004084074e-03,4.015525598074323396e-03,3.981192567539415354e-03,3.946727003595137777e-03,3.912132645460362698e-03
1.576399287843243888e-02,1.576136476270703288e-02,1.573249739361833391e-02,1.570370373469660505e-02,1.567497949999444723e-02,1.564632063023040087e-02,1.561772328457268835e-02,1.558918383191287838e-02,1.556069884181320723e-02,1.553226507528360396e-02,1.550387947551413320e-02,1.550130125389759250e-02,1.451398064314738529e-02,1.353283610301395969e-02,1.254555514745767444e-02,1.154773837577599375e-02,1.053456290333316774e-02,9.494781141599311150e-03,8.409128995539435700e-03,7.233418440465782910e-03,5.854623123820804943e-03,5.439107460520945479e-03,5.416328455722933116e-03,5.393460746268168016e-03,5.370505184212343540e-03,5.347462715300500997e-03,5.324334376443235102e-03,5.301121292698589109e-03,5.277824673783528507e-03,5.254445810144029935e-03,5.230986068618358360e-03,5.207446887733257687e-03,5.183829772675173884e-03,5.160136289983991743e-03,5.136368062017560021e-03,5.112526761237335370e-03,5.088614104365863158e-03,5.064631846468518536e-03,5.040581775008100805e-03,5.016465703921566335e-03,4.992285467764539728e-03
1.576399287843243888e-02,1.576155632460917236e-02,1.573475002231659522e-02,1.570793599905624671e-02,1.568111425313625101e-02,1.565428478286437150e-02,1.562744758654812174e-02,1.560060266249491297e-02,1.557375000901179557e-02,1.554688962440609577e-02,1.552002150698417356e-02,1.551757856735102442e-02,1.456296211462508768e-02,1.359860887141311168e-02,1.262444350604554136e-02,1.164039021025730855e-02,1.064637257538989142e-02,9.642313419685532433e-03,8.628134543144400093e-03,7.603756378247454768e-03,6.569097473813993553e-03,6.301293857273129566e-03,6.287179907315467060e-03,6.273064053579063999e-03,6.258946295848604770e-03,6.244826633908687891e-03,6.230705067543839890e-03,6.216581596538278513e-03,6.202456220676230182e-03,6.188328939741691466e-03,6.174199753518498472e-03,6.160068661790488176e-03,6.145935664341180965e-03,6.131800760953995746e-03,6.117663951412244741e-03,6.103525235499164710e-03,6.089384612997639397e-03,6.075242083690505709e-03,6.061097647360486930e-03,6.046951303790208329e-03,6.032803052761950835e-03
3.142902361943443190e-01,3.142425955495786183e-01,3.137184473698004794e-01,3.131941137971044342e-01,3.126695947652675667e-01,3.121448902080394827e-01,3.116200000591409780e-01,3.110949242522675906e-01,3.105696627538456212e-01,3.100442154319454913e-01,3.095185822529839537e-01,3.094707882001858090e-01,2.907726055235668738e-01,2.718392087819143654e-01,2.526675975181100764e-01,2.332547232225490597e-01,2.135974859433516504e-01,1.936927298654332885e-01,1.735372373727540884e-01,1.531277209264644557e-01,1.324608114728337283e-01,1.271029077836823007e-01,1.268204336540179056e-01,1.265379115428807710e-01,1.262553414414462061e-01,1.259727233408859948e-01,1.256900572323652598e-01,1.254073431070471811e-01,1.251245809560839195e-01,1.248417707706387103e-01,1.245589125418276322e-01,1.242760062608491006e-01,1.239930519188165575e-01,1.237100495068629014e-01,1.234269990161200314e-01,1.231439004377143515e-01,1.228607537627658952e-01,1.225775589823910744e-01,1.222943160877031366e-01,1.220110250698097087e-01,1.217276859198121175e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.641456632997903717e-10,-1.641456632997903717e-10,-1.641456632997903717e-10,-1.641456633000415245e-10,-1.641456632396116122e-10,-1.641456630915258873e-10,-1.641456630917058767e-10,-1.641456630917058767e-10,-1.641456630829595015e-10,-1.641456630867249311e-10,-1.641456631355079852e-10,-1.641456631379851844e-10,-1.641456633839690530e-10,-1.641456633919230667e-10,-1.641456633919230667e-10,-1.641456633907858226e-10,-1.641456632299165125e-10,-1.641456632302392681e-10,-1.641400105640197511e-10,-1.641400059911870158e-10,-1.640762742867217366e-10,-1.640762734007108498e-10,-1.637465959050819322e-10,-1.637465958775693880e-10,-1.637465958762633991e-10,-1.637465958474629606e-10,-1.637465958474629606e-10,-1.637465958608533603e-10,-1.637465958614915043e-10,-1.637465958614915043e-10,-1.637465960130142163e-10,-1.637465960059659395e-10,-1.637465959929377156e-10
