0.000000000000000000e+00,1.000000000000000021e-03,2.575000000000000205e-02,5.050000000000000322e-02,7.525000000000001132e-02,1.000000000000000056e-01,1.010000000000000064e-01,2.008888888888888946e-01,3.007777777777778105e-01,4.006666666666666154e-01,5.005555555555555314e-01,6.004444444444444473e-01,7.003333333333332522e-01,8.002222222222221681e-01,9.001111111111110841e-01,1.000000000000000000e+00,1.010000000000000009e+00,1.018379310344827537e+00,1.026758620689655066e+00,1.035137931034482817e+00,1.043517241379310345e+00,1.051896551724137874e+00,1.060275862068965402e+00,1.068655172413793153e+00,1.077034482758620682e+00,1.085413793103448210e+00,1.093793103448275739e+00,1.102172413793103489e+00,1.110551724137931018e+00,1.118931034482758546e+00,1.127310344827586075e+00,1.135689655172413826e+00,1.144068965517241354e+00,1.152448275862068883e+00,1.160827586206896411e+00,1.169206896551724162e+00,1.177586206896551690e+00,1.185965517241379219e+00,1.194344827586206748e+00,1.202724137931034498e+00,1.211103448275862027e+00,1.219482758620689555e+00,1.227862068965517084e+00,1.236241379310344612e+00,1.244620689655172363e+00,1.252999999999999892e+00
8.775093086355112426e-01,6.981977612848496717e-01,6.514574562154779036e-01,6.416547292323993013e-01,6.357863885286237915e-01,6.315535280826598541e-01,6.314044259875306597e-01,6.208405721715543057e-01,6.142073948517834392e-01,6.090773128779423118e-01,6.046541198104417036e-01,6.005429558839965321e-01,5.964778749205024155e-01,5.922146015674419894e-01,5.874451439418393317e-01,5.816442446417023904e-01,5.809711441880303084e-01,5.803896394611771647e-01,5.797908777338037778e-01,5.791734894357751795e-01,5.785359474097144794e-01,5.778765413011703878e-01,5.771933465445177047e-01,5.764841865145932109e-01,5.757465859522205021e-01,5.749777131312061584e-01,5.741743073332348235e-01,5.733325869097728456e-01,5.724481313397762339e-01,5.715157279237743637e-01,5.705291695727303658e-01,5.694809836855803109e-01,5.683620618582717610e-01,5.671611434354699721e-01,5.658640776965799812e-01,5.644527400467060918e-01,5.629033871660746868e-01,5.611840619278861686e-01,5.592503022479496932e-01,5.570376208204788071e-01,5.544473144927533070e-01,5.513169400747921500e-01,5.473499398164121121e-01,5.419095706999358386e-01,5.331508610281242566e-01,5.074118212015540363e-01
3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02,3.330000000000000000e+02
1.576399287838185434e-02,1.575223628136749113e-02,1.546304454104092604e-02,1.517711187525136105e-02,1.489419170028770216e-02,1.461404226917618031e-02,1.460277792854578274e-02,1.349581253344072848e-02,1.241492312673244357e-02,1.134541674886700539e-02,1.027241611512083597e-02,9.180207696577158058e-03,8.051508934547662102e-03,6.866618927783060995e-03,5.602417631965029947e-03,4.231190524756483183e-03,4.086783764079770023e-03,3.964672649573984693e-03,3.841527174567717449e-03,3.717324515651995211e-03,3.592041466544094400e-03,3.465654432424907817e-03,3.338139424373255237e-03,3.209472053911172507e-03,3.079627527675072186e-03,2.948580642229418208e-03,2.816305779038846737e-03,2.682776899618145167e-03,2.547967540878098760e-03,2.411850810688170779e-03,2.274399383676732177e-03,2.135585497292961758e-03,1.995380948150991037e-03,1.853757088685586800e-03,1.710684824140736851e-03,1.566134609928787006e-03,1.420076449371250864e-03,1.272479891866044313e-03,1.123314031523127898e-03,9.725475062648837859e-04,8.201484974539142514e-04,6.660847302992247950e-04,5.103234737679441732e-04,3.528315436487024551e-04,1.935753030825559083e-04,3.252066613914385951e-05
1.576399287838185434e-02,1.575563734349104059e-02,1.554996378281815923e-02,1.534634635526895344e-02,1.514462841041663323e-02,1.494465637039230597e-02,1.493661122289772179e-02,1.414444572693679403e-02,1.336861287184642512e-02,1.259977842684829007e-02,1.182849106720264103e-02,1.104476823962998247e-02,1.023763065688273501e-02,9.394562767866694239e-03,8.500876994492227376e-03,7.538967094719083856e-03,7.438125789436674309e-03,7.352921914573653031e-03,7.267059296466704676e-03,7.180523436165474685e-03,7.093299591497349323e-03,7.005372773470118844e-03,6.916727742736439311e-03,6.827349006128607088e-03,6.737220813273420324e-03,6.646327153297611201e-03,6.554651751633705677e-03,6.462178066939198821e-03,6.368889288139831413e-03,6.274768331610934037e-03,6.179797838509328706e-03,6.083960172271665919e-03,5.987237416292178101e-03,5.889611371798018045e-03,5.791063555936315152e-03,5.691575200096586802e-03,5.591127248475365706e-03,5.489700356912293258e-03,5.387274892023033619e-03,5.283830930628132493e-03,5.179348259516295891e-03,5.073806375702432855e-03,4.967184486371828585e-03,4.859461510825936921e-03,4.750616080819728554e-03,4.640626542833367792e-03
1.576399287838185434e-02,1.575813608301038227e-02,1.561382281759326855e-02,1.547068189160840691e-02,1.532862272806237956e-02,1.518755652638782705e-02,1.518187650038077888e-02,1.462099256297471825e-02,1.406928288866485938e-02,1.352135027189576601e-02,1.297172980750764190e-02,1.241464945493409716e-02,1.184376090186360468e-02,1.125182762996895271e-02,1.063035734247138979e-02,9.969170288977318925e-03,9.900336257045826496e-03,9.842247905185652276e-03,9.783776773780245711e-03,9.724914479808029547e-03,9.665652499626269448e-03,9.605982166891088511e-03,9.545894670513470348e-03,9.485381052655698572e-03,9.424432206774245244e-03,9.363038875715056636e-03,9.301191649866662539e-03,9.238880965379154750e-03,9.176097102454571983e-03,9.112830183717451557e-03,9.049070172672051340e-03,8.984806872256017110e-03,8.920029923497945976e-03,8.854728804288782354e-03,8.788892828275923080e-03,8.722511143893336982e-03,8.655572733531447654e-03,8.588066412864636678e-03,8.519980830349493939e-03,8.451304466895008527e-03,8.382025635725390278e-03,8.312132482529278540e-03,8.241612985427739999e-03,8.170454956099004393e-03,8.098646039973567134e-03,8.026173717547489470e-03
1.576399287838185434e-02,1.576004918045488187e-02,1.566271489109296103e-02,1.556587628661830307e-02,1.546949337750990264e-02,1.537352695832189774e-02,1.536965772845374362e-02,1.498584873431625490e-02,1.460573337029147378e-02,1.422692871576023907e-02,1.384702196805365562e-02,1.346346476040131100e-02,1.307345437067708102e-02,1.267379604001599679e-02,1.226074073389293688e-02,1.182979460958127893e-02,1.178546614630908256e-02,1.174813811674796371e-02,1.171063859234842443e-02,1.167296387259686083e-02,1.163511019491247390e-02,1.159707373372901792e-02,1.155885059959275984e-02,1.152043683827800452e-02,1.148182842992331518e-02,1.144302128819091324e-02,1.140401125945126812e-02,1.136479412199724662e-02,1.132536558528929489e-02,1.128572128923650310e-02,1.124585680351538469e-02,1.120576762693153636e-02,1.116544918682736177e-02,1.112489683853952298e-02,1.108410586491093315e-02,1.104307147586272228e-02,1.100178880802751141e-02,1.096025292445314790e-02,1.091845881438068856e-02,1.087640139309933342e-02,1.083407550188547792e-02,1.079147590806858216e-02,1.074859730501742140e-02,1.070543431263619623e-02,1.066198147745072398e-02,1.061823327318798735e-02
1.576399287838185434e-02,1.576156076362090347e-02,1.570134566521617578e-02,1.564109161107056500e-02,1.558079858201164881e-02,1.552046655886239745e-02,1.551802808149905025e-02,1.527413015364783959e-02,1.502959547923102095e-02,1.478442279486303149e-02,1.453861083564557052e-02,1.429215833509145384e-02,1.404506402504822511e-02,1.379732663560872055e-02,1.354894489501613439e-02,1.329991752956465739e-02,1.327495149091215132e-02,1.325402667897003679e-02,1.323309731319241914e-02,1.321216339282507354e-02,1.319122491711392092e-02,1.317028188530466708e-02,1.314933429664306291e-02,1.312838215037464076e-02,1.310742544574480285e-02,1.308646418199899825e-02,1.306549835838231692e-02,1.304452797413993559e-02,1.302355302851673259e-02,1.300257352075773025e-02,1.298158945010765078e-02,1.296060081581095966e-02,1.293960761711233400e-02,1.291860985325615947e-02,1.289760752348674544e-02,1.287660062704840992e-02,1.285558916318489502e-02,1.283457313114036956e-02,1.281355253015842299e-02,1.279252735948299864e-02,1.277149761835764605e-02,1.275046330602556260e-02,1.272942442173025795e-02,1.270838096471496592e-02,1.268733293422279890e-02,1.266628032949653100e-02
3.142902361933557764e-01,3.142426823434797956e-01,3.130652381488954750e-01,3.118868584031041502e-01,3.107075423553120053e-01,3.095272892541075516e-01,3.094795825541290513e-01,3.047064905614785268e-01,2.999180729426907388e-01,2.951142799410838014e-01,2.902950616086565905e-01,2.854603678036392034e-01,2.806101481880148296e-01,2.757443522247765011e-01,2.708629291750710988e-01,2.659658280952365561e-01,2.654747079515210051e-01,2.650630617151298329e-01,2.646513047275873554e-01,2.642394369586059111e-01,2.638274583778900673e-01,2.634153689551341770e-01,2.630031686600208252e-01,2.625908574622236036e-01,2.621784353314046134e-01,2.617659022372156308e-01,2.613532581492968299e-01,2.609405030372791146e-01,2.605276368707827861e-01,2.601146596194153782e-01,2.597015712527785958e-01,2.592883717404558808e-01,2.588750610520273998e-01,2.584616391570573324e-01,2.580481060251024195e-01,2.576344616257091880e-01,2.572207059284081776e-01,2.568068389027253762e-01,2.563928605181706177e-01,2.559787707442499061e-01,2.555645695504514814e-01,2.551502569062530368e-01,2.547358327811269918e-01,2.543212971445312776e-01,2.539066499659121678e-01,2.534918912147053893e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.739304724864282635e-13,-3.739304734157322087e-13,-3.739304556622010481e-13,-3.739304764970213394e-13,-3.739303587602265435e-13,-3.739303123466295686e-13,-3.739302970971997994e-13,-3.739302162789144726e-13,-3.739302162789144726e-13,-3.739302172448655381e-13,-3.739302172795029690e-13,-3.739302172795029690e-13,-3.739302172795029690e-13,-3.739302166856667054e-13,-3.739302166856667054e-13,-3.739302237139976716e-13,-3.739302299463038154e-13,-3.739302299463038154e-13,-3.739302425044072527e-13,-3.739302425044072527e-13,-3.739302425044072527e-13,-3.739302350892907417e-13,-3.739302350892907417e-13,-3.739302431174050866e-13,-3.739302431174050866e-13,-3.739302395653266959e-13,-3.739302298966569238e-13,-3.739302430813050950e-13,-3.739302582182190652e-13,-3.739302580582906812e-13,-3.739302580582906812e-13,-3.739302283665242014e-13,-3.739302283665242014e-13,-3.739302283665242014e-13,-3.739302177842208714e-13,-3.739302243496646163e-13,-3.739302804901143106e-13,-3.739302839238934538e-13,-3.739302839664456965e-13,-3.739301933161306560e-13,-3.739301952224951003e-13
